Frame not received: Unknown Frame: size=6876, net_delay=None, decode_delay=None, encode_delay=22, total_delay=None, md5=54d4c9e5b31026fe7057e4f8ed95db38
Unknown Frame: size=8188, net_delay=148, decode_delay=2, encode_delay=7, total_delay=157, md5=146299c448ca0c47311f3ff6a1ccf7ba
Unknown Frame: size=7896, net_delay=149, decode_delay=2, encode_delay=7, total_delay=158, md5=6be6b5d40ba77b0f050aa97397eb7700
Unknown Frame: size=7941, net_delay=147, decode_delay=1, encode_delay=8, total_delay=156, md5=3a62e45975217c0b9af6352506d49199
Unknown Frame: size=8118, net_delay=147, decode_delay=1, encode_delay=8, total_delay=156, md5=196907d9b4468ae12651c5c778fec06f
Unknown Frame: size=8048, net_delay=146, decode_delay=2, encode_delay=8, total_delay=156, md5=91c78a08b346ba14084f3107c09e312d
Unknown Frame: size=7963, net_delay=147, decode_delay=2, encode_delay=7, total_delay=156, md5=0a37d497cf882f6b0f306429d62f1f4c
Unknown Frame: size=8656, net_delay=145, decode_delay=2, encode_delay=9, total_delay=156, md5=aedb0c22562972601f1d8f06c3eb1f4e
Unknown Frame: size=8232, net_delay=145, decode_delay=2, encode_delay=8, total_delay=155, md5=7f15728d20fd2085e85cc8353ce2a7d1
Unknown Frame: size=8034, net_delay=145, decode_delay=2, encode_delay=8, total_delay=155, md5=c88c0d94f212ff9fbe655d691e508bf0
Unknown Frame: size=9603, net_delay=145, decode_delay=2, encode_delay=8, total_delay=155, md5=2f5856f8fe49e92bdfcbe7e7d4474557
Unknown Frame: size=10002, net_delay=146, decode_delay=1, encode_delay=8, total_delay=155, md5=152b4d45abd23e696aa09cb9aacb1357
Unknown Frame: size=9761, net_delay=145, decode_delay=2, encode_delay=8, total_delay=155, md5=84df522499c3f133139ea4fef994dc07
Unknown Frame: size=10130, net_delay=144, decode_delay=2, encode_delay=8, total_delay=154, md5=66c3460db91c2079a8842a074ab3a885
Unknown Frame: size=9948, net_delay=145, decode_delay=1, encode_delay=8, total_delay=154, md5=b2f239c18d41b9e800f3e7f1bef333c6
Unknown Frame: size=9972, net_delay=144, decode_delay=1, encode_delay=8, total_delay=153, md5=712c7267ac22819df2dcb706a0692026
Unknown Frame: size=10361, net_delay=144, decode_delay=1, encode_delay=9, total_delay=154, md5=51452aa4f9f73cc152878a5fa68be2c3
Unknown Frame: size=9571, net_delay=144, decode_delay=2, encode_delay=8, total_delay=154, md5=027ce1ae13a0676c9656aeb29cb4ddce
Unknown Frame: size=9918, net_delay=142, decode_delay=2, encode_delay=8, total_delay=152, md5=bb9b704df96778801002eb5796fe99b3
Unknown Frame: size=9473, net_delay=143, decode_delay=1, encode_delay=8, total_delay=152, md5=c60d090f43abfe88bb406cba71a6c9b7
Unknown Frame: size=11491, net_delay=142, decode_delay=2, encode_delay=9, total_delay=153, md5=5e82030f2e1e59ad65f92100ef0112e7
Unknown Frame: size=9212, net_delay=142, decode_delay=2, encode_delay=8, total_delay=152, md5=0e0e2b6fd4552b07322ecf12f36e05fc
Unknown Frame: size=10098, net_delay=141, decode_delay=2, encode_delay=8, total_delay=151, md5=0ad6f6b30453302f2cee316818d838b9
Unknown Frame: size=8963, net_delay=141, decode_delay=2, encode_delay=8, total_delay=151, md5=49ffdf380b11937aebc1a689360964e9
Unknown Frame: size=10595, net_delay=140, decode_delay=2, encode_delay=9, total_delay=151, md5=fe4298fb2aa24052d7ed02c00abdb39b
Unknown Frame: size=9790, net_delay=141, decode_delay=2, encode_delay=8, total_delay=151, md5=fb4308f90c71a196e1887d4d50595154
Unknown Frame: size=9906, net_delay=140, decode_delay=2, encode_delay=8, total_delay=150, md5=a9e3babdf12ce349729c4bcfa14d3dd8
Unknown Frame: size=10482, net_delay=141, decode_delay=2, encode_delay=8, total_delay=151, md5=30fb508f5deebeb3a5dfd0e26809e4d8
Unknown Frame: size=10899, net_delay=140, decode_delay=3, encode_delay=8, total_delay=151, md5=f8ce9b59c2a83dbd054d988f7a95dad5
Unknown Frame: size=9984, net_delay=141, decode_delay=2, encode_delay=8, total_delay=151, md5=af7e0b152a69c8f3fd3af66a5a7e851a
Unknown Frame: size=9648, net_delay=139, decode_delay=2, encode_delay=8, total_delay=149, md5=d88d20c9f7332a75befa824c59beab79
Unknown Frame: size=11391, net_delay=137, decode_delay=2, encode_delay=10, total_delay=149, md5=5f2a9a4c3dc15b72c954065dac2046d7
Unknown Frame: size=9403, net_delay=138, decode_delay=1, encode_delay=9, total_delay=148, md5=0648ac78ba8a64fbd406bca4034fb6c5
Unknown Frame: size=10371, net_delay=139, decode_delay=2, encode_delay=9, total_delay=150, md5=632585b87e0ec18bf7a26198d6c87912
Unknown Frame: size=10472, net_delay=136, decode_delay=2, encode_delay=10, total_delay=148, md5=57b12775d439de761945b8e9809a1528
Unknown Frame: size=10160, net_delay=138, decode_delay=2, encode_delay=10, total_delay=150, md5=88e9690f70d2ebc97b90630b632cf555
Unknown Frame: size=9693, net_delay=138, decode_delay=2, encode_delay=10, total_delay=150, md5=59a397ea1ed8b491f37e7c2fc60eff76
Unknown Frame: size=9253, net_delay=137, decode_delay=2, encode_delay=10, total_delay=149, md5=9c50c25b56c677c7f9ce1a9b811ab160
Unknown Frame: size=10130, net_delay=136, decode_delay=2, encode_delay=10, total_delay=148, md5=b4ed81716eeb935644d6e3d132c20073
Unknown Frame: size=10168, net_delay=135, decode_delay=2, encode_delay=10, total_delay=147, md5=182b1d58cab141e4f7a5dc5292f2742e
Unknown Frame: size=8932, net_delay=137, decode_delay=1, encode_delay=9, total_delay=147, md5=7031a02c73a6af06975f29ba389765aa
Unknown Frame: size=10522, net_delay=135, decode_delay=2, encode_delay=10, total_delay=147, md5=c9fa6354c430c47bafe5d8890dfae36c
Unknown Frame: size=10062, net_delay=136, decode_delay=2, encode_delay=9, total_delay=147, md5=4365b321e332ae247b25178df8791d0a
Unknown Frame: size=8810, net_delay=136, decode_delay=2, encode_delay=9, total_delay=147, md5=26125e8cd0361a8fbc65211c7658d7d5
Unknown Frame: size=10147, net_delay=135, decode_delay=2, encode_delay=9, total_delay=146, md5=4991f44d5a3718ed6ca9b9e08fa8d8f8
Unknown Frame: size=9938, net_delay=135, decode_delay=2, encode_delay=9, total_delay=146, md5=c19409eb6c7b5c50225228473e7f1458
Unknown Frame: size=9047, net_delay=136, decode_delay=2, encode_delay=8, total_delay=146, md5=4b84ad300c8cb45189bc46a545bf84b9
Unknown Frame: size=9753, net_delay=134, decode_delay=2, encode_delay=9, total_delay=145, md5=c3aa7cc77a4f4eec5faa1f043b7405ec
Unknown Frame: size=10737, net_delay=135, decode_delay=2, encode_delay=9, total_delay=146, md5=3382b1312b189ed8517aa45141fb2444
Unknown Frame: size=9388, net_delay=134, decode_delay=2, encode_delay=9, total_delay=145, md5=08cb8970781916864902d8ea7ce39f97
Unknown Frame: size=9831, net_delay=136, decode_delay=1, encode_delay=9, total_delay=146, md5=acac1a8eef7a61491db4c250233b3a80
Unknown Frame: size=10008, net_delay=135, decode_delay=1, encode_delay=8, total_delay=144, md5=9522bbf6ccf77612b3ea6bacbb5215ab
Unknown Frame: size=9852, net_delay=136, decode_delay=2, encode_delay=8, total_delay=146, md5=cb06bb33110ab897545a2f4b1cb28d3f
Unknown Frame: size=7281, net_delay=133, decode_delay=2, encode_delay=9, total_delay=144, md5=53f12763bcfb3479cf106f79bf5d5016
Unknown Frame: size=10722, net_delay=134, decode_delay=2, encode_delay=9, total_delay=145, md5=4d4a84f57157252d058afd9a298d3cfa
Unknown Frame: size=9480, net_delay=135, decode_delay=1, encode_delay=8, total_delay=144, md5=9ecc9ac2e29b0d55ad630c3ad889bb0c
Unknown Frame: size=9346, net_delay=134, decode_delay=1, encode_delay=8, total_delay=143, md5=97f0c931a535c1869f016ef4437a9e5c
Unknown Frame: size=8193, net_delay=134, decode_delay=2, encode_delay=8, total_delay=144, md5=40c82c78d07364063c406d85f256973c
Unknown Frame: size=8707, net_delay=134, decode_delay=1, encode_delay=9, total_delay=144, md5=8a551809944198abc2181c0bac6acc8e
Unknown Frame: size=9456, net_delay=134, decode_delay=2, encode_delay=9, total_delay=145, md5=1fde5a1ad54c68aeec7be372a8132897
Unknown Frame: size=9887, net_delay=133, decode_delay=2, encode_delay=9, total_delay=144, md5=cc798e01432871afe35002257768c6b4
Unknown Frame: size=9728, net_delay=132, decode_delay=2, encode_delay=9, total_delay=143, md5=e4f9d1995957bce56e7089f05e1edd4a
Unknown Frame: size=9750, net_delay=133, decode_delay=2, encode_delay=9, total_delay=144, md5=41ca96c0fb3b77c58584b4c8756b4f6e
Unknown Frame: size=8628, net_delay=133, decode_delay=1, encode_delay=9, total_delay=143, md5=05f9d6f60c7e5897899ef50fab6d7cca
Unknown Frame: size=10494, net_delay=132, decode_delay=2, encode_delay=9, total_delay=143, md5=495da49d4d6a29c33512298405e9c2fa
Unknown Frame: size=6509, net_delay=134, decode_delay=1, encode_delay=8, total_delay=143, md5=92106d13fe8038d07fe4ffc321544241
Unknown Frame: size=9211, net_delay=133, decode_delay=2, encode_delay=8, total_delay=143, md5=905c943eed63bc62c0150b63d94c05ca
Unknown Frame: size=9955, net_delay=132, decode_delay=2, encode_delay=9, total_delay=143, md5=9df5651e7bc65653c95bc85f61e8bc9a
Unknown Frame: size=8434, net_delay=133, decode_delay=1, encode_delay=9, total_delay=143, md5=8e01b5bd1d16cbac13bd33e69c1034ba
Unknown Frame: size=10005, net_delay=131, decode_delay=2, encode_delay=9, total_delay=142, md5=993e039751e9c80c13f2851e64d03714
Unknown Frame: size=8544, net_delay=132, decode_delay=2, encode_delay=8, total_delay=142, md5=9c1093daf19081eb0383dc0a323f6ac2
Unknown Frame: size=10084, net_delay=132, decode_delay=1, encode_delay=9, total_delay=142, md5=79bc2b17b25d1f3f5257bc684519b91c
Unknown Frame: size=9856, net_delay=133, decode_delay=1, encode_delay=9, total_delay=143, md5=2da5b9c4b1f7d6da20aad40bb02f50b8
Unknown Frame: size=10666, net_delay=131, decode_delay=2, encode_delay=9, total_delay=142, md5=c5b3990cfb657651bbdfcc7c69ca7789
Unknown Frame: size=10325, net_delay=131, decode_delay=2, encode_delay=8, total_delay=141, md5=74cbd5b9db27031094669d5f81934955
Unknown Frame: size=11033, net_delay=129, decode_delay=2, encode_delay=10, total_delay=141, md5=b0eaf090559323e26e017fd020524e62
Unknown Frame: size=8861, net_delay=129, decode_delay=2, encode_delay=9, total_delay=140, md5=fed2a1b486051343ccc929a1bce26cfc
Unknown Frame: size=8866, net_delay=129, decode_delay=2, encode_delay=9, total_delay=140, md5=ec874e6ec240a05f9107156624710d73
Unknown Frame: size=11308, net_delay=129, decode_delay=2, encode_delay=9, total_delay=140, md5=c2d159b15da584fbb4ab21b8659e89a4
Unknown Frame: size=8982, net_delay=129, decode_delay=2, encode_delay=9, total_delay=140, md5=a2896d3d7004802b4d67efd476267545
Unknown Frame: size=8702, net_delay=128, decode_delay=2, encode_delay=9, total_delay=139, md5=d60f6d29658d9a0f9dac39de2731e970
Unknown Frame: size=11748, net_delay=127, decode_delay=2, encode_delay=10, total_delay=139, md5=c3b516d9f28df644983e15a44a2b1280
Unknown Frame: size=9355, net_delay=130, decode_delay=2, encode_delay=8, total_delay=140, md5=60a1e7a24971da89fd1d983dd1701a67
Unknown Frame: size=9683, net_delay=128, decode_delay=2, encode_delay=9, total_delay=139, md5=65efbe47f929cbaa23b4c31a95c48149
Unknown Frame: size=9342, net_delay=129, decode_delay=2, encode_delay=8, total_delay=139, md5=e9e7317075cbc0518d61ce0531095639
Unknown Frame: size=8721, net_delay=128, decode_delay=2, encode_delay=9, total_delay=139, md5=96015f7602355bbd965f6bf05ce79394
Unknown Frame: size=10523, net_delay=128, decode_delay=2, encode_delay=9, total_delay=139, md5=40934129868f95509c22e75188b30b60
Unknown Frame: size=8006, net_delay=129, decode_delay=1, encode_delay=8, total_delay=138, md5=09b65fb9fa109d69e2af68e8040ec169
Unknown Frame: size=9678, net_delay=129, decode_delay=1, encode_delay=8, total_delay=138, md5=3ff63b83e3c0efc14ceddeb89bb64bd5
Unknown Frame: size=8128, net_delay=129, decode_delay=1, encode_delay=9, total_delay=139, md5=f75d97e0ee356f29ab969ae92debbe12
Unknown Frame: size=8832, net_delay=126, decode_delay=2, encode_delay=10, total_delay=138, md5=513733ff2f81180ab2954a5cc362bcb6
Unknown Frame: size=9804, net_delay=128, decode_delay=2, encode_delay=9, total_delay=139, md5=5254766183a5aaca7994bdea1084340a
Unknown Frame: size=6846, net_delay=127, decode_delay=1, encode_delay=8, total_delay=136, md5=1b17e0c3c64d7c537561728557b54599
Unknown Frame: size=9125, net_delay=128, decode_delay=2, encode_delay=8, total_delay=138, md5=16fe373a4fbf688a18018810f5690a56
Unknown Frame: size=9383, net_delay=127, decode_delay=2, encode_delay=9, total_delay=138, md5=a7cd1422878be91dba32a085cecd28ae
Unknown Frame: size=5940, net_delay=128, decode_delay=2, encode_delay=8, total_delay=138, md5=6dde417517b0224f256e60ca500da44e
Unknown Frame: size=11364, net_delay=127, decode_delay=1, encode_delay=9, total_delay=137, md5=a36b8b5cebf398f83b1ca3ef17fc94fd
Unknown Frame: size=10116, net_delay=128, decode_delay=1, encode_delay=8, total_delay=137, md5=345001c789890d54bf465768b64251e7
Unknown Frame: size=10569, net_delay=127, decode_delay=2, encode_delay=9, total_delay=138, md5=6af90fd9bc8ffb8f8f5d37e5d66283e0
Unknown Frame: size=10683, net_delay=127, decode_delay=2, encode_delay=9, total_delay=138, md5=da61d1fa949ea85dab4c0d2c0c7370af
Unknown Frame: size=7622, net_delay=129, decode_delay=1, encode_delay=8, total_delay=138, md5=4cce62f5e0de2a03885688e10637ab7e
Unknown Frame: size=8975, net_delay=127, decode_delay=2, encode_delay=8, total_delay=137, md5=73be9c94b1488e9403573be2363e23db
Unknown Frame: size=9490, net_delay=127, decode_delay=1, encode_delay=8, total_delay=136, md5=fa71956582d805d36b5ea9cf7af2047f
Unknown Frame: size=9599, net_delay=126, decode_delay=2, encode_delay=9, total_delay=137, md5=e90ebc39ebab23e4a2fcfe88e3a8490a
Unknown Frame: size=9651, net_delay=126, decode_delay=2, encode_delay=9, total_delay=137, md5=8a11c1128a50a086c709166e6bad2a9a
Unknown Frame: size=9431, net_delay=126, decode_delay=1, encode_delay=8, total_delay=135, md5=c302d0d7bf0cfc40740e9d93ee9fb451
Unknown Frame: size=9578, net_delay=127, decode_delay=1, encode_delay=8, total_delay=136, md5=501494bc25bf2f545a8be9e353fe0e72
Unknown Frame: size=9696, net_delay=126, decode_delay=2, encode_delay=8, total_delay=136, md5=df5fb17b0cd206e145cb936070cdfe22
Unknown Frame: size=10102, net_delay=126, decode_delay=1, encode_delay=9, total_delay=136, md5=804db6e8ddb05e7225e23b98de7f57fc
Unknown Frame: size=10725, net_delay=125, decode_delay=2, encode_delay=9, total_delay=136, md5=71af093b33a5dc2f7152bc1027048328
Unknown Frame: size=9442, net_delay=124, decode_delay=2, encode_delay=9, total_delay=135, md5=8802237474ffa8fe6e848956ed9f412f
Unknown Frame: size=10669, net_delay=125, decode_delay=2, encode_delay=8, total_delay=135, md5=11d516734ef19a6f5e5dbe83a5332556
Unknown Frame: size=10886, net_delay=122, decode_delay=2, encode_delay=11, total_delay=135, md5=1795e1d7fcf5359df7eac6080de21701
Unknown Frame: size=9948, net_delay=122, decode_delay=2, encode_delay=10, total_delay=134, md5=c70dc7c1e18b337bb751f19a1737f752
Unknown Frame: size=9413, net_delay=123, decode_delay=2, encode_delay=9, total_delay=134, md5=67955ed7883479574bc00bef5d2685e3
Unknown Frame: size=9118, net_delay=117, decode_delay=2, encode_delay=14, total_delay=133, md5=77cd5e15bef55b44d1055bcf8ebff9d7
Unknown Frame: size=10473, net_delay=121, decode_delay=2, encode_delay=10, total_delay=133, md5=c102f8b155b1ebcf03c7eff1c36367f9
Unknown Frame: size=10608, net_delay=121, decode_delay=2, encode_delay=10, total_delay=133, md5=8c311020424abd4747bc6b87b0d3a04f
Unknown Frame: size=10878, net_delay=121, decode_delay=2, encode_delay=10, total_delay=133, md5=74bf6e3d7f1b4e5692dd05674a1b5842
Unknown Frame: size=11092, net_delay=121, decode_delay=2, encode_delay=10, total_delay=133, md5=c877f8964eac311059874b87fe7e110f
Unknown Frame: size=9827, net_delay=120, decode_delay=2, encode_delay=10, total_delay=132, md5=7144187a63afd5e4401b8dc0d585fe8d
Unknown Frame: size=10557, net_delay=119, decode_delay=2, encode_delay=11, total_delay=132, md5=9bf347c230dc0870573fbaa4eae8b1de
Unknown Frame: size=10319, net_delay=121, decode_delay=2, encode_delay=10, total_delay=133, md5=9fad164d1fca4fe5b4c104dd9a1e007d
Unknown Frame: size=10945, net_delay=122, decode_delay=2, encode_delay=9, total_delay=133, md5=881856a8235a3d3afc289cf0f515c0b8
Unknown Frame: size=12277, net_delay=120, decode_delay=2, encode_delay=11, total_delay=133, md5=0432232f836d0a72ae5ccfbaea203d28
Unknown Frame: size=9863, net_delay=120, decode_delay=2, encode_delay=9, total_delay=131, md5=48c9d0bb88cbe300335b580870716c50
Unknown Frame: size=11338, net_delay=122, decode_delay=2, encode_delay=8, total_delay=132, md5=b42166d8fd527b9395a316136c136bbd
Unknown Frame: size=10752, net_delay=121, decode_delay=2, encode_delay=8, total_delay=131, md5=dc9f35f4cf71f8726ac57c7e07839067
Unknown Frame: size=10667, net_delay=121, decode_delay=2, encode_delay=8, total_delay=131, md5=d0c7f3369b9b76e48afd183e0bbb3269
Unknown Frame: size=10706, net_delay=121, decode_delay=2, encode_delay=9, total_delay=132, md5=5e0bda71430565d02cd6b3e11a779ee1
Unknown Frame: size=10514, net_delay=120, decode_delay=2, encode_delay=8, total_delay=130, md5=c8f2730987f657169385729a127afdd0
Unknown Frame: size=10429, net_delay=119, decode_delay=1, encode_delay=9, total_delay=129, md5=bda5727c69fba18b848fefca8ddfe296
Unknown Frame: size=9149, net_delay=120, decode_delay=1, encode_delay=9, total_delay=130, md5=5403d6f7eb1b895e9d474e33b52b9cbe
Unknown Frame: size=10983, net_delay=118, decode_delay=2, encode_delay=9, total_delay=129, md5=1b5f2b7a88f577c8b3290336855445f4
Unknown Frame: size=10566, net_delay=119, decode_delay=2, encode_delay=8, total_delay=129, md5=2d23812daf1325887bd18199b11b9509
Unknown Frame: size=10849, net_delay=118, decode_delay=2, encode_delay=9, total_delay=129, md5=7e5012859bacb726fa24d03c4721794b
Unknown Frame: size=9411, net_delay=117, decode_delay=2, encode_delay=9, total_delay=128, md5=b12ccf63382e45ba9bc0280c7af047af
Unknown Frame: size=11513, net_delay=118, decode_delay=2, encode_delay=8, total_delay=128, md5=fe32dbf79ad607843044f4a7727f924b
Unknown Frame: size=10786, net_delay=116, decode_delay=2, encode_delay=10, total_delay=128, md5=df29e4681f949120984c0a505c8b69a6
Unknown Frame: size=10228, net_delay=117, decode_delay=2, encode_delay=10, total_delay=129, md5=13fddd8d0e8b4fe5f912ce9fc4c2102e
Unknown Frame: size=10569, net_delay=117, decode_delay=2, encode_delay=10, total_delay=129, md5=b2d3812401950263b8fde88291eac78f
Unknown Frame: size=11428, net_delay=117, decode_delay=2, encode_delay=8, total_delay=127, md5=65110c19c4f6bb2ec471746da275df98
Unknown Frame: size=8992, net_delay=117, decode_delay=1, encode_delay=9, total_delay=127, md5=f5908b3c295e24fed0aa85f2d7c78538
Unknown Frame: size=10692, net_delay=117, decode_delay=1, encode_delay=9, total_delay=127, md5=29d5f902563b87529c6fab7a9be205c8
Unknown Frame: size=9990, net_delay=119, decode_delay=2, encode_delay=8, total_delay=129, md5=1048ce4176da6cb0042005e52c1dbec5
Unknown Frame: size=10764, net_delay=119, decode_delay=2, encode_delay=8, total_delay=129, md5=e5c552e6e5b0bec5a009204a4505523a
Unknown Frame: size=10943, net_delay=118, decode_delay=2, encode_delay=8, total_delay=128, md5=048c4a62babd48844461c338c4e97529
Unknown Frame: size=9976, net_delay=116, decode_delay=2, encode_delay=8, total_delay=126, md5=9440111f27cc19991b376766d4d717a7
Unknown Frame: size=10287, net_delay=116, decode_delay=2, encode_delay=8, total_delay=126, md5=5bd6804ad47f09d7cccfd9e5076e3ffd
Unknown Frame: size=10971, net_delay=116, decode_delay=2, encode_delay=8, total_delay=126, md5=405bfd601614cb87ccc2d85dd99f8426
Unknown Frame: size=9019, net_delay=115, decode_delay=2, encode_delay=9, total_delay=126, md5=c217e72825c421fd40d6bbe7d899d139
