Frame not received: Unknown Frame: size=41216, net_delay=None, decode_delay=None, encode_delay=38, total_delay=None, md5=4e97ea269d9c3787edd1e943eb9944a2
Unknown Frame: size=36309, net_delay=1249, decode_delay=5, encode_delay=11, total_delay=1265, md5=b9c9df8245eb05a09b313b62813d51b6
Unknown Frame: size=82327, net_delay=267, decode_delay=11, encode_delay=19, total_delay=297, md5=ddeedb18d351026539e004c4885ed04e
Unknown Frame: size=46462, net_delay=270, decode_delay=7, encode_delay=15, total_delay=292, md5=a842492a11b4423a9c1d1037b75ba637
Unknown Frame: size=2060, net_delay=277, decode_delay=2, encode_delay=6, total_delay=285, md5=3d0e6ed537180d0648b96e39065bd3a7
Unknown Frame: size=641, net_delay=273, decode_delay=1, encode_delay=6, total_delay=280, md5=b7e30c512e4927563e0c4d917c2a2198
Unknown Frame: size=834, net_delay=270, decode_delay=1, encode_delay=6, total_delay=277, md5=8c66946381411696ec539577a5bd6062
Unknown Frame: size=936, net_delay=264, decode_delay=2, encode_delay=6, total_delay=272, md5=38bdb923124d64d00a75a32fd625a285
Unknown Frame: size=3683, net_delay=260, decode_delay=2, encode_delay=7, total_delay=269, md5=182fd10475cdf14c59e5f22f7bc15525
Unknown Frame: size=2773, net_delay=259, decode_delay=1, encode_delay=6, total_delay=266, md5=cd6c497db1c56c4eb568eb4323d4e2f2
Unknown Frame: size=4004, net_delay=253, decode_delay=1, encode_delay=7, total_delay=261, md5=296f8f03888f9e9c7a8d31221921cb9a
Unknown Frame: size=1215, net_delay=255, decode_delay=1, encode_delay=6, total_delay=262, md5=23d233912d3ed491fe263fade3acbd6b
Unknown Frame: size=10616, net_delay=251, decode_delay=2, encode_delay=9, total_delay=262, md5=2f70ef92b96971557b7b9f568d82c8ab
Unknown Frame: size=2247, net_delay=249, decode_delay=2, encode_delay=6, total_delay=257, md5=1295e022e58d6dda004218f0524b2c6d
Unknown Frame: size=1703, net_delay=249, decode_delay=1, encode_delay=6, total_delay=256, md5=8fb5335c70c3eaec609d908117dabff8
Unknown Frame: size=2049, net_delay=246, decode_delay=1, encode_delay=7, total_delay=254, md5=d88633648fa83a8b1c77885f28f4abd5
Unknown Frame: size=3391, net_delay=245, decode_delay=2, encode_delay=7, total_delay=254, md5=27796b253c280de71fc0e5331496280b
Unknown Frame: size=3478, net_delay=244, decode_delay=1, encode_delay=8, total_delay=253, md5=07233553d15ceaadf5de881c36a5226a
Unknown Frame: size=4740, net_delay=241, decode_delay=2, encode_delay=9, total_delay=252, md5=82e5545973ff6b1e5c5d5b8f645a7d21
Unknown Frame: size=7308, net_delay=241, decode_delay=2, encode_delay=8, total_delay=251, md5=2306bdc85d2d24853008ca04d7627bec
Unknown Frame: size=10606, net_delay=237, decode_delay=2, encode_delay=10, total_delay=249, md5=46664d89c6f4b39e4cdf47ee27d83767
Unknown Frame: size=6455, net_delay=238, decode_delay=2, encode_delay=9, total_delay=249, md5=230f82ea9120ac10a32f2fb78363e523
Unknown Frame: size=4464, net_delay=238, decode_delay=2, encode_delay=8, total_delay=248, md5=a5a03e40200edf6ebf8d6a364d8e6bb1
Unknown Frame: size=5689, net_delay=238, decode_delay=2, encode_delay=7, total_delay=247, md5=2f747b6a88485a99dc20da73b34c25c2
Unknown Frame: size=3286, net_delay=237, decode_delay=1, encode_delay=8, total_delay=246, md5=18f3b20bcfc964f0c7eab63c195122d2
Unknown Frame: size=2462, net_delay=236, decode_delay=2, encode_delay=7, total_delay=245, md5=c6fd89aa9286436d38fdbaa3abdba2e1
Unknown Frame: size=1150, net_delay=236, decode_delay=2, encode_delay=6, total_delay=244, md5=004f0f4399c7166df1ba6c2fd1acb5ae
Unknown Frame: size=7037, net_delay=236, decode_delay=2, encode_delay=8, total_delay=246, md5=e82c63c4b2d2e2aaa723f064bceb1d1f
Unknown Frame: size=484, net_delay=238, decode_delay=2, encode_delay=6, total_delay=246, md5=04b03578e55be7d94be25a480bbe0f9e
Unknown Frame: size=10189, net_delay=235, decode_delay=3, encode_delay=8, total_delay=246, md5=414b47813400b4758d81304f2ce61d30
Unknown Frame: size=585, net_delay=236, decode_delay=2, encode_delay=6, total_delay=244, md5=55be4e9085e80a139a88840077ee6472
Unknown Frame: size=1114, net_delay=237, decode_delay=1, encode_delay=6, total_delay=244, md5=26d339cc73ca10563b15ae23d0a08454
Unknown Frame: size=18552, net_delay=232, decode_delay=4, encode_delay=10, total_delay=246, md5=25f251f5ccc7688d014593676e394f69
Unknown Frame: size=1370, net_delay=234, decode_delay=1, encode_delay=7, total_delay=242, md5=16908f6d14e249033f0dca2f6ca328f7
Unknown Frame: size=1452, net_delay=235, decode_delay=1, encode_delay=6, total_delay=242, md5=c144eff7e357ef67be8663fef9a57815
Unknown Frame: size=1519, net_delay=235, decode_delay=2, encode_delay=6, total_delay=243, md5=0bf9a331cac4fda14d93019a196adb75
Unknown Frame: size=12070, net_delay=233, decode_delay=3, encode_delay=9, total_delay=245, md5=f3bffd35994e49c78e2b0205cc739bca
Unknown Frame: size=1297, net_delay=228, decode_delay=1, encode_delay=12, total_delay=241, md5=68c09cc0ee2c3d374b0b42ae620ed2bf
Unknown Frame: size=1350, net_delay=235, decode_delay=1, encode_delay=6, total_delay=242, md5=67337fe6531316ce9a66ad30303d6099
Unknown Frame: size=4251, net_delay=235, decode_delay=1, encode_delay=7, total_delay=243, md5=14608b1cb1dbcb6b8a8c34ad246f0b7f
Unknown Frame: size=19918, net_delay=233, decode_delay=4, encode_delay=10, total_delay=247, md5=6e41bdcf6b9b7f52354862084d37a7eb
Unknown Frame: size=9027, net_delay=233, decode_delay=3, encode_delay=8, total_delay=244, md5=f43cc35aa5d019b41e0229070852d457
Unknown Frame: size=723, net_delay=235, decode_delay=1, encode_delay=6, total_delay=242, md5=fe26b02f4e9ff7950a1f64608acc8842
Unknown Frame: size=20813, net_delay=230, decode_delay=4, encode_delay=10, total_delay=244, md5=adb86bbeadbac22c03174b4bf1c21309
Unknown Frame: size=9074, net_delay=234, decode_delay=2, encode_delay=7, total_delay=243, md5=d1750f03e94dda8ad18059ea9b9dec4d
Unknown Frame: size=850, net_delay=237, decode_delay=1, encode_delay=5, total_delay=243, md5=52b5f2162937480ed37fa0d9ef3d4c14
Unknown Frame: size=2049, net_delay=236, decode_delay=1, encode_delay=6, total_delay=243, md5=6905e38ba3f9bd77a5c716b392a78535
Unknown Frame: size=4090, net_delay=233, decode_delay=2, encode_delay=8, total_delay=243, md5=3970d8d7ddc8471ac0b19ebcde6e7e18
Unknown Frame: size=4227, net_delay=231, decode_delay=2, encode_delay=11, total_delay=244, md5=23b4b5b8589f34064e08174b037a0490
Unknown Frame: size=23781, net_delay=233, decode_delay=4, encode_delay=10, total_delay=247, md5=f7855ee98950f408ef5ab96edaa14e18
Unknown Frame: size=1413, net_delay=238, decode_delay=1, encode_delay=6, total_delay=245, md5=6645903bdeef3aeb68ed855b103f2dff
Unknown Frame: size=1580, net_delay=237, decode_delay=2, encode_delay=6, total_delay=245, md5=23590be28c029a85f40b4818f07cc057
Unknown Frame: size=6042, net_delay=237, decode_delay=2, encode_delay=7, total_delay=246, md5=4b4ddf3085c966188276237262c8f4dd
Unknown Frame: size=19241, net_delay=233, decode_delay=4, encode_delay=10, total_delay=247, md5=65106aff4009b70b5922bb9207132cdf
Unknown Frame: size=13045, net_delay=236, decode_delay=3, encode_delay=9, total_delay=248, md5=b5e7b51d5fa0642434231de897f9a857
Unknown Frame: size=9082, net_delay=236, decode_delay=3, encode_delay=9, total_delay=248, md5=39859b71dd72758596f9041c63d8cdea
Unknown Frame: size=13258, net_delay=237, decode_delay=3, encode_delay=9, total_delay=249, md5=b8aa1c4e9054b1ddae88ad427ca9bb6b
Unknown Frame: size=27560, net_delay=234, decode_delay=5, encode_delay=12, total_delay=251, md5=1f0b00781160f27941bdff232e7d33a1
Unknown Frame: size=13681, net_delay=230, decode_delay=3, encode_delay=15, total_delay=248, md5=f013a37d0b807e7c36a62586b3409553
Unknown Frame: size=9947, net_delay=236, decode_delay=3, encode_delay=9, total_delay=248, md5=565ffc2bca17dceae2091d017bf12e60
Unknown Frame: size=5983, net_delay=235, decode_delay=2, encode_delay=9, total_delay=246, md5=a5e0f8a942d559409d97a384101f6485
Unknown Frame: size=3926, net_delay=237, decode_delay=1, encode_delay=8, total_delay=246, md5=7d2bd252292d18dc7801724d44ef08ff
Unknown Frame: size=6621, net_delay=261, decode_delay=2, encode_delay=9, total_delay=272, md5=102f7647d889dd9df620e391d85ed4c9
Unknown Frame: size=4984, net_delay=246, decode_delay=2, encode_delay=9, total_delay=257, md5=e83a9d04808d5465d6efbf321121b183
Unknown Frame: size=7657, net_delay=245, decode_delay=2, encode_delay=10, total_delay=257, md5=243fd8d4d71898a065b94e7eb6124c1a
Unknown Frame: size=5629, net_delay=245, decode_delay=2, encode_delay=9, total_delay=256, md5=f545ff5b1591e00553105c270e3739d3
Unknown Frame: size=7183, net_delay=244, decode_delay=3, encode_delay=9, total_delay=256, md5=7d0cc396c1c64e25fe7262384016d2db
Unknown Frame: size=6182, net_delay=245, decode_delay=3, encode_delay=9, total_delay=257, md5=14c61643bdc133e8f6375e6eabcf007d
Unknown Frame: size=4722, net_delay=244, decode_delay=2, encode_delay=8, total_delay=254, md5=0c8151f4fa039a19fa4efbfd675e7b1c
Unknown Frame: size=4379, net_delay=216, decode_delay=2, encode_delay=35, total_delay=253, md5=ec254280c6a9c337d3eb718d63c0df69
Unknown Frame: size=8706, net_delay=242, decode_delay=2, encode_delay=10, total_delay=254, md5=fee2280acc48f126cc4cb863f0bd91ce
Unknown Frame: size=14084, net_delay=243, decode_delay=3, encode_delay=9, total_delay=255, md5=0699026aac93e19d269612856f1d1ae7
Unknown Frame: size=1400, net_delay=246, decode_delay=2, encode_delay=6, total_delay=254, md5=0a6710a3af126e1b26c235e2e179c709
Unknown Frame: size=3702, net_delay=246, decode_delay=2, encode_delay=6, total_delay=254, md5=494e3efeea098af76192f0d2288da553
Unknown Frame: size=2208, net_delay=244, decode_delay=1, encode_delay=7, total_delay=252, md5=4eeb75960040a1c86246b1f15e807d69
Unknown Frame: size=41197, net_delay=237, decode_delay=6, encode_delay=13, total_delay=256, md5=1ff49935c48772c71551c9e75e7956df
Unknown Frame: size=2064, net_delay=243, decode_delay=1, encode_delay=7, total_delay=251, md5=203ea0860988c3416735adc1236190c1
Unknown Frame: size=2663, net_delay=243, decode_delay=1, encode_delay=7, total_delay=251, md5=771fcc2e1e9c93825e6ea2b8a98bb0ff
Unknown Frame: size=4633, net_delay=243, decode_delay=2, encode_delay=7, total_delay=252, md5=c098502aeee65d32deb7e544735da208
Unknown Frame: size=4567, net_delay=242, decode_delay=2, encode_delay=8, total_delay=252, md5=d952341882702ed972f25ee12270fc00
Unknown Frame: size=9658, net_delay=241, decode_delay=3, encode_delay=9, total_delay=253, md5=dd68a85086ceb02784404ad565ea752b
Unknown Frame: size=5544, net_delay=242, decode_delay=2, encode_delay=8, total_delay=252, md5=9e7384e8ba743fcd2ab96ea877a99bc1
Unknown Frame: size=10605, net_delay=241, decode_delay=3, encode_delay=8, total_delay=252, md5=f6b37176fd840ac0ad60145c2479cf87
Unknown Frame: size=25038, net_delay=238, decode_delay=5, encode_delay=12, total_delay=255, md5=27f6c5a165b7dfe60950230fd5d97501
Unknown Frame: size=6191, net_delay=242, decode_delay=2, encode_delay=9, total_delay=253, md5=2a95302f040a41645900247cf6edf39b
Unknown Frame: size=9402, net_delay=241, decode_delay=3, encode_delay=10, total_delay=254, md5=9ea52bf60173882808ff1387e50d6fc8
Unknown Frame: size=7324, net_delay=242, decode_delay=2, encode_delay=8, total_delay=252, md5=c95373d584ad7b34bdc8eefd0f42b85f
Unknown Frame: size=4907, net_delay=244, decode_delay=2, encode_delay=7, total_delay=253, md5=0bf3a895887f8ada5bd6daea4b9c2f4e
Unknown Frame: size=4784, net_delay=242, decode_delay=2, encode_delay=8, total_delay=252, md5=0de1fd6b96726c57b5dd28d27596285e
Unknown Frame: size=9799, net_delay=242, decode_delay=2, encode_delay=8, total_delay=252, md5=e80bdb18a2cecea459ef2dc76c692530
Unknown Frame: size=4667, net_delay=239, decode_delay=2, encode_delay=12, total_delay=253, md5=a8caf3ebd499336ef60704fe5ab98f69
Unknown Frame: size=2454, net_delay=244, decode_delay=2, encode_delay=7, total_delay=253, md5=ca1d543e5ebd907650469be8e8b81521
Unknown Frame: size=15781, net_delay=243, decode_delay=3, encode_delay=9, total_delay=255, md5=490ceca7ade2bb15857c24c0f0bf4fdf
Unknown Frame: size=1804, net_delay=245, decode_delay=1, encode_delay=7, total_delay=253, md5=8ee63d3b52522f47d62bd1eebf0b9a0c
Unknown Frame: size=2529, net_delay=245, decode_delay=1, encode_delay=7, total_delay=253, md5=63b9cd9306af3cbe758050322a9c5dd7
Unknown Frame: size=31515, net_delay=242, decode_delay=5, encode_delay=11, total_delay=258, md5=890643127e683bc699dc7925c55f352d
Unknown Frame: size=2051, net_delay=247, decode_delay=2, encode_delay=6, total_delay=255, md5=9bf66f2a8e7eaf64f2e77b0fe990ae66
Unknown Frame: size=2459, net_delay=247, decode_delay=2, encode_delay=7, total_delay=256, md5=891900f8942e0580e7f5c2a584afb657
Unknown Frame: size=2309, net_delay=247, decode_delay=1, encode_delay=7, total_delay=255, md5=537c59d438125ab9971345356082e79b
Unknown Frame: size=37872, net_delay=243, decode_delay=6, encode_delay=12, total_delay=261, md5=27a604bc77546cbdce12bc82158e8185
Unknown Frame: size=2612, net_delay=250, decode_delay=2, encode_delay=6, total_delay=258, md5=5833d634a3fd18f1f6d3852add99c594
Unknown Frame: size=2912, net_delay=251, decode_delay=1, encode_delay=6, total_delay=258, md5=d2b2f9d7dc94587f0b6281c37e3439f9
Unknown Frame: size=3346, net_delay=252, decode_delay=1, encode_delay=6, total_delay=259, md5=c8c8ba52aab2305a73a3b0e92b43a381
Unknown Frame: size=4342, net_delay=251, decode_delay=2, encode_delay=6, total_delay=259, md5=6c94f81b05f4f840854af9e7a9ccb7a8
Unknown Frame: size=5201, net_delay=251, decode_delay=2, encode_delay=7, total_delay=260, md5=a99950143e1674a6b3bd614c320f57e3
Unknown Frame: size=31695, net_delay=249, decode_delay=5, encode_delay=11, total_delay=265, md5=352e708ec52cd0da4613b83a0ef462dd
Unknown Frame: size=5076, net_delay=252, decode_delay=2, encode_delay=7, total_delay=261, md5=15c8b37ae2dee4bf541daf2e06bae38a
Unknown Frame: size=6056, net_delay=252, decode_delay=2, encode_delay=7, total_delay=261, md5=e158586d02afef00a08e0d13b0f4fc5c
Unknown Frame: size=20644, net_delay=251, decode_delay=5, encode_delay=10, total_delay=266, md5=99ad959468c8101fdde1f01d5a0a0ce3
Unknown Frame: size=6157, net_delay=254, decode_delay=3, encode_delay=7, total_delay=264, md5=2cc6ede55781a397ce036eb668856acf
Unknown Frame: size=7126, net_delay=254, decode_delay=3, encode_delay=7, total_delay=264, md5=225dbc5d775ac4c26f89cadb14ce197a
Unknown Frame: size=35553, net_delay=250, decode_delay=6, encode_delay=12, total_delay=268, md5=dbea1d9ffe7898d959e61ba102ca9960
Unknown Frame: size=1676, net_delay=257, decode_delay=2, encode_delay=6, total_delay=265, md5=bb17a4e67fbbaac4306bc2c63c410299
Unknown Frame: size=4316, net_delay=257, decode_delay=2, encode_delay=7, total_delay=266, md5=71483969a7972db278b4de30e2614407
Unknown Frame: size=22751, net_delay=256, decode_delay=4, encode_delay=9, total_delay=269, md5=2c1c3d31443a9e74a31f9d007a74615c
Unknown Frame: size=22035, net_delay=253, decode_delay=4, encode_delay=12, total_delay=269, md5=47e4d80f1750b1ec236beaf13813a0a8
Unknown Frame: size=18190, net_delay=253, decode_delay=4, encode_delay=13, total_delay=270, md5=8bbe7fa1d94e221054a24fd9f15f8715
Unknown Frame: size=20335, net_delay=255, decode_delay=4, encode_delay=12, total_delay=271, md5=509a1715b6db1d4077718fbfffbea193
Unknown Frame: size=31245, net_delay=254, decode_delay=5, encode_delay=16, total_delay=275, md5=5eedd31af51f4a077247a18c67084e9d
Unknown Frame: size=8087, net_delay=259, decode_delay=3, encode_delay=12, total_delay=274, md5=a7fdeb9b1badb99143d76175124a4f62
Unknown Frame: size=16078, net_delay=260, decode_delay=4, encode_delay=12, total_delay=276, md5=157e7fb2dd23b53370f7e9565472877a
Unknown Frame: size=9850, net_delay=262, decode_delay=3, encode_delay=12, total_delay=277, md5=065afe9a266df1f8ef9796d4ead895b7
Unknown Frame: size=6767, net_delay=265, decode_delay=2, encode_delay=10, total_delay=277, md5=a79dc9d9a4b494e6fe8626f545a4f449
Unknown Frame: size=3051, net_delay=267, decode_delay=2, encode_delay=9, total_delay=278, md5=5620498c99d805f434ba49faeabf6147
Unknown Frame: size=3906, net_delay=267, decode_delay=2, encode_delay=9, total_delay=278, md5=b0bc09bdcc055b3b04b9e9e87ff6e5d3
Unknown Frame: size=22229, net_delay=267, decode_delay=4, encode_delay=12, total_delay=283, md5=daca96decb221bcb1f423e222285f847
Unknown Frame: size=3008, net_delay=273, decode_delay=1, encode_delay=8, total_delay=282, md5=f277a5ec312c38dda207bcbc1bf18139
Unknown Frame: size=2072, net_delay=274, decode_delay=2, encode_delay=6, total_delay=282, md5=73a52154cfc73e6039dc872391dd7537
Unknown Frame: size=3514, net_delay=273, decode_delay=2, encode_delay=8, total_delay=283, md5=2b89523cc27f2221c8d5dd0776d8944d
Unknown Frame: size=10560, net_delay=272, decode_delay=3, encode_delay=8, total_delay=283, md5=e68d895174c8168bc20bf48c767695ce
Unknown Frame: size=3350, net_delay=271, decode_delay=2, encode_delay=8, total_delay=281, md5=b16aad184c676516fb79ecf74f11484c
Unknown Frame: size=3272, net_delay=271, decode_delay=2, encode_delay=8, total_delay=281, md5=b53d73a955f4aa9cb47e3965de8acca6
Unknown Frame: size=5076, net_delay=271, decode_delay=2, encode_delay=9, total_delay=282, md5=66b8ed13aac1e9ccd06f96ed9e827e4c
Unknown Frame: size=12715, net_delay=268, decode_delay=3, encode_delay=12, total_delay=283, md5=c9c7df95b91f0dd628ee54d9667d69ff
Unknown Frame: size=5756, net_delay=270, decode_delay=2, encode_delay=10, total_delay=282, md5=04820122b942c9819bde6bf59cf69a06
Unknown Frame: size=6695, net_delay=270, decode_delay=2, encode_delay=10, total_delay=282, md5=8a6734a53884ffbf9bbd54ee3df6f6ae
Unknown Frame: size=572, net_delay=271, decode_delay=2, encode_delay=9, total_delay=282, md5=f3fa44721e15a3db0c6f7f17507f6ee7
Unknown Frame: size=25179, net_delay=267, decode_delay=5, encode_delay=14, total_delay=286, md5=6fef7af470888cf9c328b615727288a4
Unknown Frame: size=16199, net_delay=271, decode_delay=3, encode_delay=11, total_delay=285, md5=f3256d71c5dc2e25636f4aa6df7171f5
Unknown Frame: size=13998, net_delay=272, decode_delay=4, encode_delay=10, total_delay=286, md5=29564f6d24aebbccfdb6a47ad1d0062d
Unknown Frame: size=423, net_delay=278, decode_delay=1, encode_delay=6, total_delay=285, md5=0fea89f2989efd22ac800ceaa355eca7
Unknown Frame: size=37550, net_delay=270, decode_delay=6, encode_delay=15, total_delay=291, md5=9bdfbe2488e9230a2b0826d612915e0c
Unknown Frame: size=21235, net_delay=274, decode_delay=4, encode_delay=12, total_delay=290, md5=2190ca65fcd4ea443c4a12bfcba0bf82
Unknown Frame: size=373, net_delay=281, decode_delay=1, encode_delay=6, total_delay=288, md5=9bbf7eb0497c456ebd93e8319f5b92e8
Unknown Frame: size=12791, net_delay=273, decode_delay=3, encode_delay=13, total_delay=289, md5=96eeec8c155860f04d36059f80b4c567
Unknown Frame: size=5359, net_delay=274, decode_delay=2, encode_delay=11, total_delay=287, md5=9b6792266d6eeb0dcc4f361be22b7a4b
Unknown Frame: size=4009, net_delay=275, decode_delay=2, encode_delay=10, total_delay=287, md5=9aa4cd419b1a8afebde42e2708067b89
Unknown Frame: size=10362, net_delay=276, decode_delay=2, encode_delay=10, total_delay=288, md5=f9f14ae537e9f923d5c85cd7a87fd2c8
Unknown Frame: size=2370, net_delay=279, decode_delay=2, encode_delay=8, total_delay=289, md5=459b3e239fb3713b3c1f69514f127763
